report_number	local_case_number	agency_name	acrs_report_type	crash_date_time	hit_run	at_fault	collision_type	weather	surface_condition	light	driver_substance_abuse	fixed_oject_struck	road_condition	lane_type	related_non_motorist	non_motorist_substance_abuse
MCP1465005T	220050428	Montgomery County Police	Injury Crash	2022-11-15T09:19:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLOUDY	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3064004T	22005041	Montgomery County Police	Injury Crash	2022-11-15T07:30:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	TRAFFIC SIGNAL SUPPORT	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3105004W	220050560	Montgomery County Police	Property Damage Crash	2022-11-15T07:20:00.000	Yes	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	NONE DETECTED, UNKNOWN	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3010007J	220050408	Montgomery County Police	Property Damage Crash	2022-11-15T07:12:00.000	No	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAWN	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3109007B	220050405	Montgomery County Police	Property Damage Crash	2022-11-15T07:05:00.000	No	UNKNOWN	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3305001Y	220050403	Montgomery County Police	Injury Crash	2022-11-15T05:00:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP15720007	220050396	Montgomery County Police	Property Damage Crash	2022-11-15T00:05:00.000	No	UNKNOWN	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3031004M	220050381	Montgomery County Police	Property Damage Crash	2022-11-14T20:45:00.000	No	DRIVER	SAME DIRECTION RIGHT TURN	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	CURB	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2586005Y	220050380	Montgomery County Police	Injury Crash	2022-11-14T20:42:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK NO LIGHTS	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2863002K	220050388	Montgomery County Police	Injury Crash	2022-11-14T19:55:00.000	No	DRIVER	OTHER	CLEAR	DRY	DARK -- UNKNOWN LIGHTING	NONE DETECTED	OTHER	NO DEFECTS	OTHER	PEDESTRIAN	NONE DETECTED
MCP3161004G	220050364	Montgomery County Police	Property Damage Crash	2022-11-14T19:19:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2298011X	220050365	Montgomery County Police	Property Damage Crash	2022-11-14T19:13:00.000	No	UNKNOWN	SINGLE VEHICLE	CLEAR	DRY	DARK NO LIGHTS	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2723006Q	220050362	Montgomery County Police	Property Damage Crash	2022-11-14T18:55:00.000	No	DRIVER	SAME DIRECTION LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	MEDIAN AREA	OTHER	UNKNOWN
MCP2314001T	220050352	Montgomery County Police	Injury Crash	2022-11-14T18:06:00.000	Yes	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED, UNKNOWN	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2001001X	220050349	Montgomery County Police	Injury Crash	2022-11-14T17:38:00.000	No	UNKNOWN	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	PEDESTRIAN	ALCOHOL PRESENT
MCP3209003N	220050367	Montgomery County Police	Property Damage Crash	2022-11-14T17:24:00.000	No	UNKNOWN	SAME DIR REAR END	CLEAR	DRY	DUSK	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2314001S	220050346	Montgomery County Police	Property Damage Crash	2022-11-14T16:39:00.000	No	UNKNOWN	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	UNKNOWN, NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP12130073	220050338	Montgomery County Police	Property Damage Crash	2022-11-14T16:30:00.000	No	DRIVER	ANGLE MEETS LEFT HEAD ON	CLEAR	OTHER	DAYLIGHT	NONE DETECTED	OTHER	OTHER	OTHER	OTHER	UNKNOWN
DD5642003Y	220050327	Rockville Police Departme	Injury Crash	2022-11-14T16:22:00.000	No	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP9106002X	220050317	Montgomery County Police	Injury Crash	2022-11-14T15:31:00.000	No	DRIVER	HEAD ON LEFT TURN	OTHER	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP30930044	220050376	Montgomery County Police	Property Damage Crash	2022-11-14T14:35:00.000	Yes	DRIVER	OTHER	OTHER	OTHER	DAYLIGHT	OTHER	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP2195005C	220050296	Montgomery County Police	Injury Crash	2022-11-14T13:58:00.000	No	DRIVER	HEAD ON LEFT TURN	OTHER	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3200006T	220050258	Montgomery County Police	Property Damage Crash	2022-11-14T10:51:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED, UNKNOWN	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3330000N	220050248	Montgomery County Police	Property Damage Crash	2022-11-14T10:35:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	OTHER	DARK LIGHTS ON	OTHER	OTHER POLE	OTHER	OTHER	OTHER	UNKNOWN
EJ7824000P	22000050254	Gaithersburg Police Depar	Property Damage Crash	2022-11-14T10:30:00.000	No	DRIVER	OTHER	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3264003B	220050223	Montgomery County Police	Property Damage Crash	2022-11-14T09:15:00.000	Yes	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	NONE DETECTED, UNKNOWN	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2641002T	220050217	Montgomery County Police	Property Damage Crash	2022-11-14T08:20:00.000	No	DRIVER	OTHER	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3200006S	220050216	Montgomery County Police	Property Damage Crash	2022-11-14T07:39:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3200006R	220050215	Montgomery County Police	Property Damage Crash	2022-11-14T07:39:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP1453009W	220050208	Montgomery County Police	Injury Crash	2022-11-14T06:40:00.000	Yes	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAWN	NONE DETECTED	SIGN SUPPORT POLE	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3156002D	220050203	Montgomery County Police	Injury Crash	2022-11-14T06:08:00.000	No	DRIVER	HEAD ON	CLEAR	DRY	DAWN	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3213001K	22005095	Montgomery County Police	Property Damage Crash	2022-11-14T02:38:00.000	No	UNKNOWN	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3277002C	220050193	Montgomery County Police	Injury Crash	2022-11-14T01:50:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	OTHER	DARK LIGHTS ON	OTHER	OTHER	NO DEFECTS	ON RAMP	OTHER	UNKNOWN
MCP9118003C	220050187	Montgomery County Police	Property Damage Crash	2022-11-13T23:16:00.000	Yes	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK -- UNKNOWN LIGHTING	NONE DETECTED, UNKNOWN	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP9118003B	220050186	Montgomery County Police	Injury Crash	2022-11-13T23:10:00.000	Yes	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED, UNKNOWN	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2987007H	220050174	Montgomery County Police	Property Damage Crash	2022-11-13T21:02:00.000	Yes	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DARK -- UNKNOWN LIGHTING	NONE DETECTED, UNKNOWN	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
EJ78180021	220050184	Gaithersburg Police Depar	Property Damage Crash	2022-11-13T20:30:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DARK NO LIGHTS	OTHER	SIGN SUPPORT POLE	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP32220024	220050162	Montgomery County Police	Property Damage Crash	2022-11-13T19:14:00.000	No	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2008009K	220050160	Montgomery County Police	Property Damage Crash	2022-11-13T18:10:00.000	Yes	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	OTHER	LIGHT SUPPORT POLE	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP1433004J	220050175	Montgomery County Police	Property Damage Crash	2022-11-13T18:00:00.000	No	DRIVER	OTHER	CLOUDY	OTHER	DARK LIGHTS ON	NONE DETECTED	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP30930042	220050153	Montgomery County Police	Property Damage Crash	2022-11-13T17:59:00.000	No	DRIVER	OTHER	CLEAR	DRY	DARK LIGHTS ON	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3263002T	220050152	Montgomery County Police	Property Damage Crash	2022-11-13T17:30:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2752004Z	220050148	Montgomery County Police	Property Damage Crash	2022-11-13T16:00:00.000	Yes	DRIVER	OTHER	CLEAR	OTHER	DAYLIGHT	OTHER	OTHER	OTHER	OTHER	OTHER	UNKNOWN
DD5652001Q	220050140	Rockville Police Departme	Property Damage Crash	2022-11-13T15:48:00.000	Yes	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	NO DEFECTS	RIGHT TURN LANE	PEDESTRIAN	NONE DETECTED
MCP22280017	220050135	Montgomery County Police	Property Damage Crash	2022-11-13T15:13:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP24460060	220050131	Montgomery County Police	Property Damage Crash	2022-11-13T14:39:00.000	No	DRIVER	HEAD ON	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP23720051	220050127	Montgomery County Police	Property Damage Crash	2022-11-13T13:50:00.000	No	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3156002C	220050120	Montgomery County Police	Injury Crash	2022-11-13T13:06:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP297700B1	220050109	Montgomery County Police	Injury Crash	2022-11-13T10:26:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2059007F	220050103	Montgomery County Police	Injury Crash	2022-11-13T07:43:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	CURB	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3339000W	220050099	Montgomery County Police	Property Damage Crash	2022-11-13T06:31:00.000	Yes	DRIVER	HEAD ON	CLEAR	OTHER	DARK -- UNKNOWN LIGHTING	OTHER	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP2989001W	220050096	Montgomery County Police	Property Damage Crash	2022-11-13T03:36:00.000	No	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	ALCOHOL PRESENT, NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2976004L	220050091	Montgomery County Police	Property Damage Crash	2022-11-13T02:04:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	OTHER	CURB	NO DEFECTS	LEFT TURN LANE	OTHER	UNKNOWN
EJ7870005X	220050086	Gaithersburg Police Depar	Property Damage Crash	2022-11-13T00:24:00.000	Yes	DRIVER	SAME DIRECTION SIDESWIPE	CLOUDY	DRY	DARK LIGHTS ON	ALCOHOL PRESENT, NONE DETECTED	OTHER	NO DEFECTS	SHOULDER AREA	OTHER	UNKNOWN
MCP29610045	220050084	Montgomery County Police	Property Damage Crash	2022-11-13T00:20:00.000	No	DRIVER	SAME DIR REAR END	OTHER	OTHER	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	LEFT TURN LANE	OTHER	UNKNOWN
MCP30000045	220050083	Montgomery County Police	Property Damage Crash	2022-11-12T23:28:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	ALCOHOL PRESENT	GUARDRAIL OR BARRIER	NO DEFECTS	MEDIAN AREA	OTHER	UNKNOWN
MCP32670019	220050081	Montgomery County Police	Property Damage Crash	2022-11-12T23:11:00.000	No	DRIVER	HEAD ON	OTHER	WET	DARK NO LIGHTS	ALCOHOL CONTRIBUTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
EJ7818001Z	220050074	Gaithersburg Police Depar	Property Damage Crash	2022-11-12T22:27:00.000	Yes	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK NO LIGHTS	ALCOHOL PRESENT, NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3114002M	220050065	Montgomery County Police	Injury Crash	2022-11-12T20:57:00.000	Yes	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DARK LIGHTS ON	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3251000Z	220050063	Montgomery County Police	Property Damage Crash	2022-11-12T20:38:00.000	No	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER POLE	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP32200039	220050057	Montgomery County Police	Property Damage Crash	2022-11-12T19:40:00.000	Yes	UNKNOWN	SINGLE VEHICLE	CLEAR	DRY	DUSK	OTHER	CURB	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2608004M	220050049	Montgomery County Police	Property Damage Crash	2022-11-12T18:30:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2987007G	220050045	Montgomery County Police	Injury Crash	2022-11-12T18:03:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	CURB	NO DEFECTS	OTHER	OTHER	UNKNOWN
DD56380042	220050042	Rockville Police Departme	Injury Crash	2022-11-12T17:35:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	MEDICATION CONTRIBUTED, UNKNOWN	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3063003M	220050033	Montgomery County Police	Property Damage Crash	2022-11-12T16:53:00.000	Yes	DRIVER	OTHER	CLEAR	DRY	DAYLIGHT	ALCOHOL PRESENT	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2314001Q	220050036	Montgomery County Police	Injury Crash	2022-11-12T16:46:00.000	No	UNKNOWN	STRAIGHT MOVEMENT ANGLE	CLOUDY	DRY	DAYLIGHT	NONE DETECTED	SIGN SUPPORT POLE	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP32220023	220050032	Montgomery County Police	Property Damage Crash	2022-11-12T16:41:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
DM8499001K	220050025	Takoma Park Police Depart	Property Damage Crash	2022-11-12T15:34:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3031004L	220050020	Montgomery County Police	Property Damage Crash	2022-11-12T15:30:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
HA24330019	22001989	Maryland-National Capital	Property Damage Crash	2022-11-12T14:30:00.000	No	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2314001R	220050051	Montgomery County Police	Property Damage Crash	2022-11-12T13:50:00.000	Yes	DRIVER	OTHER	CLOUDY	OTHER	DAYLIGHT	OTHER	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP913000DF	220050004	Montgomery County Police	Property Damage Crash	2022-11-12T13:25:00.000	No	DRIVER	SAME DIRECTION RIGHT TURN	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3026008Q	220049997	Montgomery County Police	Property Damage Crash	2022-11-12T12:57:00.000	No	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
DD5652001P	220049995	Rockville Police Departme	Property Damage Crash	2022-11-12T12:11:00.000	No	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3156002B	220049979	Montgomery County Police	Property Damage Crash	2022-11-12T09:32:00.000	No	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP33310010	220049975	Montgomery County Police	Property Damage Crash	2022-11-12T08:56:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP31560029	220049969	Montgomery County Police	Property Damage Crash	2022-11-12T08:16:00.000	No	DRIVER	SAME DIR REAR END	OTHER	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
EJ7833007F	220049966	Gaithersburg Police Depar	Injury Crash	2022-11-12T07:55:00.000	No	UNKNOWN	STRAIGHT MOVEMENT ANGLE	CLEAR	WET	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP31900049	220049962	Montgomery County Police	Property Damage Crash	2022-11-12T07:10:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	WET	DAYLIGHT	NONE DETECTED	FENCE	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP30000044	220049958	Montgomery County Police	Property Damage Crash	2022-11-12T05:25:00.000	Yes	DRIVER	SINGLE VEHICLE	RAINING	WET	DARK NO LIGHTS	NONE DETECTED	TREE SHRUBBERY	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2335001V	220049953	Montgomery County Police	Property Damage Crash	2022-11-12T03:45:00.000	No	UNKNOWN	SINGLE VEHICLE	FOGGY	WET	DARK NO LIGHTS	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP32670018	220049951	Montgomery County Police	Property Damage Crash	2022-11-12T03:00:00.000	No	DRIVER	SINGLE VEHICLE	RAINING	WET	DARK LIGHTS ON	NONE DETECTED	CURB	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP25820046	220049943	Montgomery County Police	Property Damage Crash	2022-11-12T00:44:00.000	No	DRIVER	SINGLE VEHICLE	RAINING	WET	DARK LIGHTS ON	NONE DETECTED	DITCH	NO DEFECTS	OFF ROAD	OTHER	UNKNOWN
MCP3176001W	220049938	Montgomery County Police	Injury Crash	2022-11-12T00:17:00.000	No	DRIVER	SINGLE VEHICLE	RAINING	WET	DARK LIGHTS ON	NONE DETECTED	TRAFFIC SIGNAL SUPPORT	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3235001X	220049933	Montgomery County Police	Property Damage Crash	2022-11-11T23:55:00.000	No	DRIVER	SAME DIR REAR END	RAINING	WET	DARK LIGHTS ON	ALCOHOL PRESENT, NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP28880020	220050574	Montgomery County Police	Property Damage Crash	2022-11-11T21:00:00.000	Yes	DRIVER	SAME DIRECTION RIGHT TURN	CLEAR	DRY	DARK NO LIGHTS	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2608004L	220049917	Montgomery County Police	Property Damage Crash	2022-11-11T20:45:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	RAINING	WET	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP29310068	220049899	Montgomery County Police	Property Damage Crash	2022-11-11T17:46:00.000	No	DRIVER	SAME DIR REAR END	RAINING	WET	DARK LIGHTS ON	NONE DETECTED	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP3245003W	220049900	Montgomery County Police	Injury Crash	2022-11-11T17:22:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	WET	DARK LIGHTS ON	ILLEGAL DRUG PRESENT	CURB	NO DEFECTS	OTHER	OTHER	UNKNOWN
DD5650002C	220049894	Rockville Police Departme	Property Damage Crash	2022-11-11T16:38:00.000	No	DRIVER	SAME DIR REAR END	RAINING	WET	DAWN	UNKNOWN, NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3114002L	22004896	Montgomery County Police	Property Damage Crash	2022-11-11T16:37:00.000	Yes	DRIVER	SAME DIR REAR END	RAINING	OTHER	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3193003Y	220049891	Montgomery County Police	Property Damage Crash	2022-11-11T16:15:00.000	No	DRIVER	OPPOSITE DIR BOTH LEFT TURN	RAINING	WET	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3312002B	220049885	Montgomery County Police	Property Damage Crash	2022-11-11T15:20:00.000	No	DRIVER	SAME DIR REAR END	RAINING	WET	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP30930043	220050336	Montgomery County Police	Property Damage Crash	2022-11-11T14:53:00.000	Yes	DRIVER	OTHER	OTHER	OTHER	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP27800064	220049881	Montgomery County Police	Property Damage Crash	2022-11-11T14:50:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	RAINING	WET	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP24400014	220049868	Montgomery County Police	Injury Crash	2022-11-11T14:00:00.000	No	DRIVER	HEAD ON LEFT TURN	RAINING	WET	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3164006C	220049870	Montgomery County Police	Injury Crash	2022-11-11T13:53:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	RAINING	WET	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2330003S	220049865	Montgomery County Police	Property Damage Crash	2022-11-11T13:25:00.000	No	DRIVER	SINGLE VEHICLE	RAINING	OTHER	DAYLIGHT	NONE DETECTED	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP2902005P	220049860	Montgomery County Police	Injury Crash	2022-11-11T12:59:00.000	No	DRIVER	HEAD ON LEFT TURN	RAINING	WET	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3329000V	220049780	Montgomery County Police	Property Damage Crash	2022-11-11T12:37:00.000	Yes	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	UNKNOWN, NONE DETECTED	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP0617004M	220049847	Montgomery County Police	Property Damage Crash	2022-11-11T11:38:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	RAINING	WET	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP287700B7	220049854	Montgomery County Police	Property Damage Crash	2022-11-11T11:00:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	OTHER	OTHER	NONE DETECTED	OTHER	OTHER	OTHER	OTHER	UNKNOWN
DD5620008K	220049833	Rockville Police Departme	Injury Crash	2022-11-11T10:50:00.000	No	DRIVER	SAME DIR REAR END	RAINING	WET	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	RIGHT TURN LANE	OTHER	UNKNOWN
EJ7894001Y	220049831	Gaithersburg Police Depar	Property Damage Crash	2022-11-11T10:25:00.000	Yes	DRIVER	SINGLE VEHICLE	RAINING	WET	OTHER	NONE DETECTED	FENCE	NO DEFECTS	OTHER	OTHER	UNKNOWN
DM84900027	220049823	Takoma Park Police Depart	Property Damage Crash	2022-11-11T09:59:00.000	No	DRIVER	SAME DIR REAR END	RAINING	WET	DAYLIGHT	OTHER	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP3254002J	220049821	Montgomery County Police	Injury Crash	2022-11-11T09:29:00.000	No	DRIVER	SINGLE VEHICLE	RAINING	WET	DAYLIGHT	NONE DETECTED	GUARDRAIL OR BARRIER	OTHER	OTHER	OTHER	UNKNOWN
EJ78950036	220049812	Gaithersburg Police Depar	Injury Crash	2022-11-11T09:05:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	RAINING	WET	OTHER	NONE DETECTED	OTHER	NO DEFECTS	CROSSOVER AREA	OTHER	UNKNOWN
